Location Name,Location Formal Name,Location Scheduler,Location Scheduler Email,Max Capacity,X25 Assignable Area,Default Layout,Default Layout Capacity,Default Layout Image?,Always Shared?,Building,Partition,Latitude,Longitude,X25 Building,X25 Floor Number,X25 Owner Organization,X25 Room Use Code,Express Scheduling Enabled?,Express Scheduling Event Type,Express Scheduling Max. Duration,Default Instructions,Comments
MNLB30A,Mann Library B30A,"Conrad, Sandra",ssc48@cornell.edu,44,1853,Instruction,44,Yes,No,,,42.448793,-76.476343,Mann Library,,,110,No,,,,
MNLB30B,Mann Library B30B,"Conrad, Sandra",ssc48@cornell.edu,31,1462,Instruction,31,Yes,No,,,42.448793,-76.476343,Mann Library,,,110,No,,,,
MNLGAL**,Mann Library 203A,"Conrad, Sandra",ssc48@cornell.edu,244,1710,,0,No,No,,,42.448793,-76.476343,Mann Library,2,University Library,615,No,,,,
MNS108,Muenscher Laboratory 108,"Enright, Catalina",cle46@cornell.edu,23,661,Instruction,23,Yes,No,,,42.44965,-76.463213,Muenscher Laboratory,,,110,No,,,,
MRBS1102**,Moore Laboratory S1102,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,303,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1106**,Moore Laboratory S1106,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,20,476,Instruction,20,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1108**,Moore Laboratory S1108,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,266,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1110**,Moore Laboratory S1110,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,276,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1114**,Moore Laboratory S1114,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,20,475,Instruction,20,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1116**,Moore Laboratory S1116,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,275,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1118**,Moore Laboratory S1118,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,275,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1122**,Moore Laboratory S1122,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,20,475,Instruction,20,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS1124**,Moore Laboratory S1124,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,312,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,1,Veterinary Medicine-VM,110,No,,,,
MRBS2102**,Moore Laboratory S2102,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,311,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2106**,Moore Laboratory S2106,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,20,473,Instruction,20,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2108**,Moore Laboratory S2108,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,267,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2110**,Moore Laboratory S2110,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,273,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2114**,Moore Laboratory S2114,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,20,475,Instruction,20,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2116**,Moore Laboratory S2116,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,274,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2118**,Moore Laboratory S2118,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,10,274,Instruction,10,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,110,No,,,,
MRBS2120**,Moore Laboratory S2120,"Scheduling Admin, Vet",vet_roomsch@cornell.edu,20,494,As Is,20,Yes,No,,,42.44804,-76.465723,Moore Laboratory,2,Veterinary Medicine-VM,350,No,,,,
MRL102,Morrill Hall 102,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,24,401,Instruction,24,Yes,No,,Morrill Hall,42.448637,-76.485315,Morrill Hall,,Arts and Sci-AS,110,No,,,,
MRL106,Morrill Hall 106,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,70,845,Instruction,70,Yes,No,,Morrill Hall,42.448637,-76.485315,Morrill Hall,,Arts and Sci-AS,110,No,,,,
MRL107,Morrill Hall 107,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,45,577,Instruction,45,Yes,No,,Morrill Hall,42.448637,-76.485315,Morrill Hall,,Arts and Sci-AS,110,No,,,,
MRL110,Morrill Hall 110,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,25,345,Instruction,25,Yes,No,,Morrill Hall,42.448637,-76.485315,Morrill Hall,,Arts and Sci-AS,110,No,,,,
MRL111,Morrill Hall 111,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,30,501,Instruction,30,Yes,No,,Morrill Hall,42.448637,-76.485315,Morrill Hall,,Arts and Sci-AS,110,No,,,,
MRS101**,Morrison Hall 101,"Carpenter, Jessica",jc265@cornell.edu,42,1052,As Is,42,No,No,,,42.446301,-76.46926,Morrison Hall,1,Agriculture and Life Sci-CALS,212,No,,,,
MRS146,Morrison Hall 146,"Carpenter, Jessica",jc265@cornell.edu,253,2848,Instruction,253,Yes,No,,Morrison Hall,42.446301,-76.46926,Morrison Hall,,Agriculture and Life Sci-CALS,110,No,,,,
MRS163,Morrison Hall 163,"Carpenter, Jessica",jc265@cornell.edu,48,1029,Instruction,48,Yes,No,,Morrison Hall,42.446301,-76.46926,Morrison Hall,,Agriculture and Life Sci-CALS,110,No,,,,
MRS164,Morrison Hall 164,"Carpenter, Jessica",jc265@cornell.edu,61,2148,Instruction,60,Yes,No,,,42.446301,-76.46926,Morrison Hall,,Agriculture and Life Sci-CALS,110,No,,,,
MRS174**,Morrison Hall 174,"Carpenter, Jessica",jc265@cornell.edu,59,2161,As Is,59,No,No,,,42.446301,-76.46926,Morrison Hall,1,Agriculture and Life Sci-CALS,212,No,,,,
MRS334,Morrison Hall 334,"Carpenter, Jessica",jc265@cornell.edu,54,982,Instruction,54,Yes,No,,Morrison Hall,42.446301,-76.46926,Morrison Hall,,Agriculture and Life Sci-CALS,110,No,,,,
MRS342,Morrison Hall 342,"Carpenter, Jessica",jc265@cornell.edu,36,797,Instruction,36,Yes,No,,,42.446301,-76.46926,Morrison Hall,,Agriculture and Life Sci-CALS,110,No,,,,
MRS348**,Morrison Hall 348,"Carpenter, Jessica",jc265@cornell.edu,49,1470,Instruction,48,Yes,No,,,42.446301,-76.46926,Morrison Hall,3,Agriculture and Life Sci-CALS,680,No,,,,
MRS431**,Morrison Hall 431,"Carpenter, Jessica",jc265@cornell.edu,12,877,,0,No,No,,,42.446301,-76.46926,Morrison Hall,4,Agriculture and Life Sci-CALS,212,No,,,,
MRSB38,Morrison Hall B38,"Carpenter, Jessica",jc265@cornell.edu,75,1519,Instruction,75,No,No,,,42.446301,-76.46926,Morrison Hall,,,110,No,,,,
MRSB82,Morrison Hall B82,"Carpenter, Jessica",jc265@cornell.edu,98,1051,Instruction,97,Yes,No,,,42.446301,-76.46926,Morrison Hall,,Agriculture and Life Sci-CALS,110,No,,,,
MSC103**,Merrill Family Sailing Center 103,,,12,340,Instruction,12,No,No,,,42.470364,-76.503093,Merrill Sailing Ctr,1,Student and Campus Life-SCL,110,No,,,,
MSC105**,Merrill Family Sailing Center 105,,,10,340,,0,No,No,,,42.470364,-76.503093,Merrill Sailing Ctr,1,Student and Campus Life-SCL,110,No,,,,
MSC108**,Merrill Family Sailing Center 108,,,25,746,,0,No,No,,,42.470364,-76.503093,Merrill Sailing Ctr,1,Student and Campus Life-SCL,110,No,,,,
MTH115B,Myron Taylor Hall 115B: Atrium,"Loparco, Karen",k.loparco@cornell.edu,48,1112,As Is,48,No,No,,,42.444024,-76.485592,Myron Taylor Hall,1,Law School-LA,650,No,,,,
MTH181X,Myron Taylor Hall 181: Gallery,"Loparco, Karen",k.loparco@cornell.edu,112,512,As Is,112,No,No,,,42.444024,-76.485592,Myron Taylor Hall,1,Law School-LA,650,No,,,,
MTH182,Myron Taylor Hall 182,"Loparco, Karen",k.loparco@cornell.edu,76,1854,Instruction,76,No,No,,,42.444024,-76.485592,Myron Taylor Hall,1,Law School-LA,110,No,,,,
MTH184,Myron Taylor Hall 184,"Loparco, Karen",k.loparco@cornell.edu,179,4299,Instruction,179,No,No,,,42.444024,-76.485592,Myron Taylor Hall,1,Law School-LA,110,No,,,,
MTH186,Myron Taylor Hall 186,"Loparco, Karen",k.loparco@cornell.edu,76,1811,Instruction,75,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,1,Law School-LA,110,No,,,,
MTH194,Myron Taylor Hall 194: Commons,"Loparco, Karen",k.loparco@cornell.edu,40,704,As Is,40,No,No,,,42.444024,-76.485592,Myron Taylor Hall,1,Law School-LA,650,No,,,,
MTH276,Myron Taylor Hall 276,"Loparco, Karen",k.loparco@cornell.edu,40,780,Instruction,40,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,2,Law School-LA,110,No,,,,
MTH277,Myron Taylor Hall 277,"Loparco, Karen",k.loparco@cornell.edu,40,787,Instruction,40,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,2,Law School-LA,110,No,,,,
MTH279,Myron Taylor Hall 279,"Loparco, Karen",k.loparco@cornell.edu,30,598,Instruction,30,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,2,Law School-LA,110,No,,,,
MTH285,Myron Taylor Hall 285,"Loparco, Karen",k.loparco@cornell.edu,84,1249,Instruction,84,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,2,Law School-LA,110,No,,,,
MTH290,Myron Taylor Hall 290,"Loparco, Karen",k.loparco@cornell.edu,149,2154,Instruction,149,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,2,Law School-LA,110,No,,,,
MTH387,Myron Taylor Hall 387,"Loparco, Karen",k.loparco@cornell.edu,12,392,Instruction,12,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,3,Law School-LA,110,No,,,,
MTH389,Myron Taylor Hall 389,"Loparco, Karen",k.loparco@cornell.edu,12,392,Instruction,12,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,3,Law School-LA,110,No,,,,
MTH390,Myron Taylor Hall 390,"Loparco, Karen",k.loparco@cornell.edu,150,2936,Instruction,150,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,3,Law School-LA,110,No,,,,
MTHG65,Myron Taylor Hall G65: Student Lounge,"Loparco, Karen",k.loparco@cornell.edu,45,1510,As Is,45,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,,Law School-LA,650,No,,,,
MTHG80,Myron Taylor Hall G80,"Loparco, Karen",k.loparco@cornell.edu,17,435,Instruction,17,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,,Law School-LA,110,No,,,,
MTHG81,Myron Taylor Hall G81,"Loparco, Karen",k.loparco@cornell.edu,17,428,Instruction,17,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,,Law School-LA,110,No,,,,
MTHG85,Myron Taylor Hall G85,"Loparco, Karen",k.loparco@cornell.edu,84,1244,Instruction,84,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,,Law School-LA,110,No,,,,
MTHG90,Myron Taylor Hall G90,"Loparco, Karen",k.loparco@cornell.edu,149,2145,Instruction,149,Yes,No,,,42.444024,-76.485592,Myron Taylor Hall,,Law School-LA,110,No,,,,
MTHXCRT,Myron Taylor Hall XCRT: Courtyard,"Loparco, Karen",k.loparco@cornell.edu,99,0,,0,No,No,,,42.444024,-76.485592,,,,,No,,,,
MVR1102,M Van Rensselaer Hall 1102,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,49,887,Instruction,48,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,1,Human Ecology-HE,110,No,,,,
MVR1104,M Van Rensselaer Hall 1104,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,20,277,,0,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,1,,110,No,,,,
MVR1106,M Van Rensselaer Hall 1106,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,38,808,Instruction,38,Yes,No,,M Van Rensselaer Hall,42.450011,-76.478671,M Van Rensselaer Hall,,Human Ecology-HE,110,No,,,,
MVR1151,M Van Rensselaer Hall 1151,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,48,1230,Instruction,48,Yes,No,,M Van Rensselaer Hall,42.450243,-76.479102,M Van Rensselaer Hall,1,Human Ecology-HE,110,No,,,,
MVR1153,M Van Rensselaer Hall 1153,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,80,1042,Instruction,80,Yes,No,,M Van Rensselaer Hall,42.450243,-76.479102,M Van Rensselaer Hall,1,Human Ecology-HE,110,No,,,,
MVR1157,M Van Rensselaer Hall 1157,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,48,1040,Instruction,48,Yes,No,,M Van Rensselaer Hall,42.450243,-76.479102,M Van Rensselaer Hall,,Human Ecology-HE,110,No,,,,
MVR4101,M Van Rensselaer Hall 4101,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,22,1432,Instruction,22,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,4,Human Ecology-HE,210,No,,,,
MVR4221,M Van Rensselaer Hall 4221,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,20,1229,Instruction,20,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,4,Human Ecology-HE,210,No,,,,
MVR4231,M Van Rensselaer Hall 4231,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,22,981,Instruction,22,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,4,Human Ecology-HE,210,No,,,,
MVR4250,M Van Rensselaer Hall 4250,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,1,489,As Is,1,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,4,Human Ecology-HE,220,No,,,,
MVR4301,M Van Rensselaer Hall 4301,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,45,1592,Instruction,45,No,No,,,42.450011,-76.478671,M Van Rensselaer Hall,4,Human Ecology-HE,210,No,,,,
MVRG151,M Van Rensselaer Hall G151,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,135,2081,Instruction,135,Yes,No,,M Van Rensselaer Hall,42.450243,-76.479102,M Van Rensselaer Hall,,Human Ecology-HE,110,No,,,,
MVRG155,M Van Rensselaer Hall G155,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,135,2082,Instruction,135,Yes,No,,M Van Rensselaer Hall,42.450243,-76.479102,M Van Rensselaer Hall,,Human Ecology-HE,110,No,,,,
MVRG422,M Van Rensselaer Hall G422,"Scheduling Admin, Human Ecology",che-acad-event@cornell.edu,22,412,As Is,22,No,No,,,42.450093,-76.477969,M Van Rensselaer Hall,,Human Ecology-HE,350,No,,,,
NCTXFLD,North Campus Turf XFLD: Field,"Flickinger, Scott",sf487@cornell.edu,99,0,Outdoor - Diagram,99,No,No,,,0,0,,,,,No,,,,
NRC101A**,Noyes Community and Rec Center 101A,"Flickinger, Scott",sf487@cornell.edu,20,584,,0,No,No,,,42.446462,-76.488018,Noyes Community Center,1,Student and Campus Life-SCL,650,No,,,,
NRCDONBOX1,Noyes Community Center: Donation Box 1,"Flickinger, Scott",sf487@cornell.edu,0,0,,0,No,No,,,42.446462,-76.488018,Noyes Community Center,,,,No,,,,
NRCDONBOX2,Noyes Community Center: Donation Box 2,"Flickinger, Scott",sf487@cornell.edu,0,0,,0,No,No,,,42.446462,-76.488018,Noyes Community Center,,,,No,,,,
NRCDONBOX3,Noyes Community Center: Donation Box 3,"Flickinger, Scott",sf487@cornell.edu,0,0,,0,No,No,,,42.446462,-76.488018,Noyes Community Center,,,,No,,,,
NRCG06**,Noyes Community and Rec Center G06,"Flickinger, Scott",sf487@cornell.edu,370,1244,Instruction,320,No,No,,,42.446462,-76.488018,Noyes Community Center,,Student and Campus Life-SCL,670,No,,,,This is a diagram for NRCG06 and NRCG06A for locations name NRCG06X
NRCXCOURT,Noyes Community Center XCOURT: Basketball Court,"Flickinger, Scott",sf487@cornell.edu,99,0,,0,No,No,,,42.446462,-76.488018,,,,,No,,,,
NRCXPAT,Noyes Community Center XPAT: Patio,"Flickinger, Scott",sf487@cornell.edu,99,0,,0,No,No,,,42.446462,-76.488018,,,,,No,,,,
OLH145,Olin Hall 145,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,24,849,Instruction,24,Yes,No,,Olin Hall,42.445429,-76.484397,Olin Hall,,Engineering-EN,110,No,,,,
OLH155,Olin Hall 155,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,294,2791,Instruction,294,Yes,No,,Olin Hall,42.445429,-76.484397,Olin Hall,,Engineering-EN,110,No,,,,
OLH165,Olin Hall 165,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,122,1158,Instruction,122,Yes,No,,Olin Hall,42.445429,-76.484397,Olin Hall,,Engineering-EN,110,No,,,,
OLH245,Olin Hall 245,"Casler, Carol",cad1@cornell.edu,92,1342,Instruction,92,Yes,No,,,42.445429,-76.484397,Olin Hall,,,210,No,,,,
OLH255,Olin Hall 255,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,206,1910,Instruction,206,Yes,No,,Olin Hall,42.445429,-76.484397,Olin Hall,,Engineering-EN,110,No,,,,
OLHXLWN,Olin Hall XLWN: Lawn,"EN Scheduling Admin, Duffield",duffield_reserva@cornell.edu,99,0,Outdoor - Diagram,99,No,No,,,42.445429,-76.484397,,,,,No,,,,
OLL102**,Olin Library 102,"Lance, Catherine",cjl10@cornell.edu,153,2512,As Is,153,No,No,,,42.44785,-76.484241,Olin Library,1,University Library,630,No,,,,
OLL106G,Olin Library 106G,"Lance, Catherine",cjl10@cornell.edu,41,721,Instruction,41,No,No,,,42.44785,-76.484241,Olin Library,,,110,No,,,,
ONLINE,Online - Virtual Room,,,4000,0,,0,No,Yes,,,0,0,,,,,No,,,,
ONLINE/VIRTUAL Event Location,Online/Virtual Event Location,"Scheduling Admin, ClearingHouse",scl_clearinghous@cornell.edu,10000,0,,0,No,Yes,,,0,0,,,,,No,,,,
PHL101,Phillips Hall 101,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,200,3351,Instruction,200,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHL203,Phillips Hall 203,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,76,1451,Instruction,76,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHL213,Phillips Hall 213,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,38,720,Instruction,38,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHL219,Phillips Hall 219,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,94,1271,Instruction,94,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHL307,Phillips Hall 307,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,40,736,Instruction,40,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHL318,Phillips Hall 318,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,44,1775,Instruction,44,Yes,No,,,42.444511,-76.481992,Phillips Hall,3,Engineering-EN,230,No,,,,
PHL403,Phillips Hall 403,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,48,854,Instruction,48,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHL407,Phillips Hall 407,"Scheduling Admin, Engineering",eng_roomsch@cornell.edu,46,833,Instruction,46,Yes,No,,Phillips Hall,42.444511,-76.481992,Phillips Hall,,Engineering-EN,110,No,,,,
PHS101**,Physical Sciences Building 101,"Austin, Donald",da466@cornell.edu,20,1420,,0,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,212,No,,,,
PHS105**,Physical Sciences Building 105,"Austin, Donald",da466@cornell.edu,20,1368,,0,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,212,No,,,,
PHS118**,Physical Sciences Building 118,"Austin, Donald",da466@cornell.edu,20,1317,,0,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,212,No,,,,
PHS120,Physical Sciences Bldg 120,"Davenport, Tracy",tdd26@cornell.edu,122,1727,Instruction,122,Yes,No,,,42.449892,-76.481767,Physical Sciences Bldg,,,110,No,,,,
PHS125**,Physical Sciences Building 125,"Owens, Ann",aao29@cornell.edu,20,1040,As Is,20,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Engineering-EN,212,No,,,,
PHS127**,Physical Sciences Building 127,"Owens, Ann",aao29@cornell.edu,20,981,As Is,20,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Engineering-EN,212,No,,,,
PHS131**,Physical Sciences Building 131,"Owens, Ann",aao29@cornell.edu,15,610,Instruction,15,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Engineering-EN,212,No,,,,
PHS133**,Physical Sciences Building 133,"Owens, Ann",aao29@cornell.edu,25,1196,Instruction,25,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Engineering-EN,210,No,,,,
PHS135**,Physical Sciences Building 135,"Owens, Ann",aao29@cornell.edu,15,584,,0,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Engineering-EN,212,No,,,,
PHS150**,Physical Sciences Building 150,"Davenport, Tracy",tdd26@cornell.edu,152,1191,As Is,152,Yes,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,650,No,,,,
PHS152**,Physical Sciences Building 152,"Davenport, Tracy",tdd26@cornell.edu,162,836,As Is,162,Yes,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,650,No,,,,
PHS154**,Physical Sciences Building 154,"Davenport, Tracy",tdd26@cornell.edu,420,2165,As Is,420,Yes,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,630,No,,,,
PHS155**,Physical Sciences Building 155,"Davenport, Tracy",tdd26@cornell.edu,103,610,As Is,103,Yes,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,630,No,,,,
PHS157,Physical Sciences Building 157: Baker Portico,"Davenport, Tracy",tdd26@cornell.edu,225,1198,As Is,80,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,1,Arts and Sci-AS,650,No,,,,There are reservation fees associated with this space
PHS201**,Physical Sciences Building 201,"Austin, Donald",da466@cornell.edu,25,480,,0,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,2,Arts and Sci-AS,680,No,,,,
PHS214,Physical Sciences Building 214,"Hine, Pat",pah3@cornell.edu,20,351,Instruction,20,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,2,Arts and Sci-AS,350,No,,,,
PHS401**,Physical Sciences Building 401,"Davenport, Tracy",tdd26@cornell.edu,69,1092,U-Shape,69,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,4,Arts and Sci-AS,680,No,,,,
PHS403**,Physical Sciences Building 403,,,12,352,Instruction,12,No,No,,,42.449892,-76.481767,Physical Sciences Bldg,4,Arts and Sci-AS,350,No,,,,
PLS141,Plant Science Building 141,"Enright, Catalina",cle46@cornell.edu,20,577,Instruction,20,Yes,No,,Plant Science Building,42.448343,-76.476992,Plant Science Building,,Agriculture and Life Sci-CALS,110,No,,,,
PLS143,Plant Science Building 143,"Enright, Catalina",cle46@cornell.edu,42,936,Instruction,42,Yes,No,,Plant Science Building,42.448343,-76.476992,Plant Science Building,,Agriculture and Life Sci-CALS,110,No,,,,
PLS233,Plant Science Building 233,"Scheduling Admin, CALS",cals-studentservices@cornell.edu,275,2724,Instruction,275,Yes,No,,Plant Science Building,42.448343,-76.476992,Plant Science Building,,Agriculture and Life Sci-CALS,110,No,,,,
PLS404,Plant Science Building 404,"Enright, Catalina",cle46@cornell.edu,99,1387,Instruction,99,Yes,No,,,42.448343,-76.476992,Plant Science Building,,Agriculture and Life Sci-CALS,110,No,,,,
PLSG37,Plant Science Building G37,"Enright, Catalina",cle46@cornell.edu,27,728,Instruction,27,Yes,No,,Plant Science Building,42.448343,-76.476992,Plant Science Building,,Agriculture and Life Sci-CALS,110,No,,,,
PLSG41**,Plant Science Building G41,"Enright, Catalina",cle46@cornell.edu,36,1258,,0,No,No,,,42.448343,-76.476992,Plant Science Building,,Agriculture and Life Sci-CALS,212,No,,,,
PLSXGAR**,Plant Science Building XGAR: Garden,"Enright, Catalina",cle46@cornell.edu,99,0,,0,No,No,,,42.448343,-76.476992,,,,,No,,,,
PPGXGAR,Poisonous Plant Garden XGAR,,,99,0,,0,No,No,,,0,0,,,,,No,,,,
RCK102,Rockefeller Hall 102,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,36,747,Instruction,36,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK103,Rockefeller Hall 103,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,48,757,Instruction,48,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK104,Rockefeller Hall 104,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,45,688,Instruction,45,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK105,Rockefeller Hall 105,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,45,685,Instruction,45,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK110,Rockefeller Hall 110,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,24,603,Instruction,24,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK112,Rockefeller Hall 112,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,44,571,Instruction,44,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK115,Rockefeller Hall 115,"Scheduling Admin, Arts and Sciences",as_rmrsv@cornell.edu,75,868,Instruction,75,Yes,No,,Rockefeller Hall,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
RCK116,Rockefeller Hall 116,"Kotmel, Erin",elk38@cornell.edu,15,336,Instruction,15,Yes,No,,,42.448983,-76.481771,Rockefeller Hall,,Arts and Sci-AS,110,No,,,,
